varId	varName	varTitle	varClass	dUnit	mUnit	aUnit	vLen
402	nf_vegt_leaf_transfer_to_leaf	leafn_transfer_to_leafn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
403	nf_vegt_froot_transfer_to_froot	frootn_transfer_to_frootn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
404	nf_vegt_livestem_transfer_to_livestem	livestemn_transfer_to_livestemn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
405	nf_vegt_deadstem_transfer_to_deadstem	deadstemn_transfer_to_deadstemn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
406	nf_vegt_livecroot_transfer_to_livecroot	livecrootn_transfer_to_livecrootn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
407	nf_vegt_deadcroot_transfer_to_deadcroot	deadcrootn_transfer_to_deadcrootn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
408	nf_vegt_leaf_to_litr1	leafn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
409	nf_vegt_leaf_to_litr2	leafn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
410	nf_vegt_leaf_to_litr3	leafn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
411	nf_vegt_leaf_to_litr4	leafn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
412	nf_vegt_leaf_to_retrans	leafn_to_retransn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
413	nf_vegt_froot_to_litr1	frootn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
414	nf_vegt_froot_to_litr2	frootn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
415	nf_vegt_froot_to_litr3	frootn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
416	nf_vegt_froot_to_litr4	frootn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
417	nf_vegt_lcroot_to_litr1	lcrootn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
418	nf_vegt_lcroot_to_litr2	lcrootn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
419	nf_vegt_lcroot_to_litr3	lcrootn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
420	nf_vegt_lcroot_to_litr4	lcrootn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
421	nf_vegt_dcroot_to_rcwd	dcrootn_to_rcwdn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
422	nf_vegt_dcroot_to_litr2	dcrootn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
423	nf_vegt_dcroot_to_litr3	dcrootn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
424	nf_vegt_dcroot_to_litr4	dcrootn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
425	nf_vegt_st_cwd_to_l_litr2	st_cwdn_to_l_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
426	nf_vegt_st_cwd_to_l_litr3	st_cwdn_to_l_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
427	nf_vegt_st_cwd_to_l_litr4	st_cwdn_to_l_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
428	nf_vegt_r_cwd_to_fr_litr2	r_cwdn_to_fr_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
429	nf_vegt_r_cwd_to_fr_litr3	r_cwdn_to_fr_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
430	nf_vegt_r_cwd_to_fr_litr4	r_cwdn_to_fr_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
431	nf_vegt_l_litr1_to_soil1	l_litr1n_to_soil1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
432	nf_vegt_smin_to_soil1_l1	sminn_to_soil1n_l1	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
433	nf_vegt_l_litr2_to_soil2	l_litr2n_to_soil2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
434	nf_vegt_smin_to_soil2_l2	sminn_to_soil2n_l2	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
435	nf_vegt_l_litr3_to_l_litr2	l_litr3n_to_l_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
436	nf_vegt_l_litr4_to_soil3	l_litr4n_to_soil3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
437	nf_vegt_fr_litr1_to_soil1	fr_litr1n_to_soil1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
438	nf_vegt_fr_litr2_to_soil2	fr_litr2n_to_soil2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
439	nf_vegt_fr_litr3_to_fr_litr2	fr_litr3n_to_fr_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
440	nf_vegt_fr_litr4_to_soil3	fr_litr4n_to_soil3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
441	nf_vegt_smin_to_soil3_l4	sminn_to_soil3n_l4	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
442	nf_vegt_smin_to_nvol_l1s1	sminn_to_nvol_l1s1	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
443	nf_vegt_smin_to_nvol_l2s2	sminn_to_nvol_l2s2	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
444	nf_vegt_smin_to_nvol_l4s3	sminn_to_nvol_l4s3	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
445	nf_vegt_retrans_to_npool	retransn_to_npool	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
446	nf_vegt_smin_to_npool	sminn_to_npool	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
447	nf_vegt_npool_to_leaf	npool_to_leafn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
448	nf_vegt_npool_to_leaf_storage	npool_to_leafn_storage	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
449	nf_vegt_npool_to_froot	npool_to_frootn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
450	nf_vegt_npool_to_froot_storage	npool_to_frootn_storage	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
451	nf_vegt_npool_to_livestem	npool_to_livestemn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
452	nf_vegt_npool_to_livestem_storage	npool_to_livestemn_storage	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
453	nf_vegt_npool_to_deadstem	npool_to_deadstemn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
454	nf_vegt_npool_to_deadstem_storage	npool_to_deadstemn_storage	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
455	nf_vegt_npool_to_livecroot	npool_to_livecrootn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
456	nf_vegt_npool_to_livecroot_storage	npool_to_livecrootn_storage	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
457	nf_vegt_npool_to_deadcroot	npool_to_deadcrootn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
458	nf_vegt_npool_to_deadcroot_storage	npool_to_deadcrootn_storage	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
459	nf_vegt_leaf_storage_to_leaf_transfer	leafn_storage_to_leafn_transfer	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
460	nf_vegt_froot_storage_to_froot_transfer	frootn_storage_to_frootn_transfer	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
461	nf_vegt_livestem_storage_to_livestem_transfer	livestemn_storage_to_livestemn_transfer	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
462	nf_vegt_deadstem_storage_to_deadstem_transfer	deadstemn_storage_to_deadstemn_transfer	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
463	nf_vegt_livecroot_storage_to_livecroot_transfer	livecrootn_storage_to_livecrootn_transfer	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
464	nf_vegt_deadcroot_storage_to_deadcroot_transfer	deadcrootn_storage_to_deadcrootn_transfer	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
465	nf_vegt_livestem_to_deadstem	livestemn_to_deadstemn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
466	nf_vegt_livestem_to_retrans	livestemn_to_retransn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
467	nf_vegt_livecroot_to_deadcroot	livecrootn_to_deadcrootn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
468	nf_vegt_livecroot_to_retrans	livecrootn_to_retransn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
469	nf_vegt_harvest_stem_to_litrcwd	harvestn_stem_to_litrcwdn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
470	nf_vegt_harvest_stem_tot	stem harvest N fluxes	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
480	cf_vegt_gpp	GPP	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
481	cf_vegt_npp	NPP	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
482	cf_vegt_mr	maintenance respiration	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
483	cf_vegt_gr	growth respiration	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
484	cf_vegt_fr_hr	heterotrophic respiration from fine root pool	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
485	cf_vegt_l_hr	heterotrophic respiration from litter pool	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
486	cf_vegt_fire	fire loss	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
487	cf_vegt_t_litfall_leaf	leaf litterfall from turnover	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
488	cf_vegt_m_litfall_leaf	leaf litterfall from mortality	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
489	cf_vegt_litfall_leaf	leaf litterfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
490	cf_vegt_t_litfall_froot	fine root litterfall from turnover	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
491	cf_vegt_m_litfall_froot	fine root litterfall from mortality	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
492	cf_vegt_litfall_froot	fine root litterfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
493	cf_vegt_m_litfall_croot_litr	coarse root litterfall to litter pool from mortality	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
494	cf_vegt_m_litfall_croot	coarse root litterfall from mortality	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
495	cf_vegt_t_lcroot_litr	live coarse root litterfall from turnover	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
496	cf_vegt_t_dcroot_litr	dead coarse root litterfall from turnover	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
497	cf_vegt_litfall_croot_litr	coarse root litterfall to litter pool	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
498	cf_vegt_litfall_croot	coarse root litterfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
499	cf_vegt_litfall_stem_litr	stem litterfall to litter pool	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
500	cf_vegt_litfall_stem	stem litterfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
501	cf_vegt_abovegr_litfall_litr	aboveground litterfall to litter pool	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
502	cf_vegt_belowgr_litfall_litr	belowground litterfall to litter pool	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
503	cf_vegt_tot_litfallc	total litterfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
504	cf_vegt_growth_leaf	leaf growth	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
505	cf_vegt_growth_froot	fine root growth	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
506	cf_vegt_growth_croot	coarse root growth	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
507	cf_vegt_growth_stem_g	C allocation to stem	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
508	cf_vegt_growth_stem_n	stem growth	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
509	cf_vegt_belowgr_mr	root maintenance respiration	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
510	cf_vegt_belowgr_gr	root growth respiration	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
511	cf_vegt_belowgr_resp	root respiration	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
512	cf_vegt_frootlit_loss_soil	fine root litter transfer to soil	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
513	cs_vegt_cum_gpp	cum. GPP	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
514	cs_vegt_cum_npp	cum. NPP	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
515	cs_vegt_cum_mr	cum. mainten. respiration	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
516	cs_vegt_cum_gr	cum. growth respiration	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
517	cs_vegt_cum_fire	cum. fire C losses	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
518	cs_vegt_sum_leaf	leaf C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
519	cs_vegt_sum_stem	stem C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
520	cs_vegt_sum_froot	fine root C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
521	cs_vegt_sum_croot	coarse root C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
522	cs_vegt_veg	vegetation C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
523	cs_vegt_gresp	growth respiration pool C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
524	cs_vegt_l_litr	leaf litter C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
525	cs_vegt_fr_litr	fine root litter C	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
526	cs_vegt_cwd	coarse woody debris	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
527	cs_vegt_litrcwd	litter + cwd carbon	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
528	cs_vegt_stem_harvest_stem_tot_cum	stem + cum. stem harvest C fluxes	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
535	ns_vegt_sum_leaf	leaf N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
536	ns_vegt_sum_stem	stem N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
537	ns_vegt_sum_froot	fine root N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
538	ns_vegt_sum_croot	coarse root N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
539	ns_vegt_veg	vegetation N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
540	ns_vegt_l_litr	leaf litter N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
541	ns_vegt_fr_litr	fine root litter N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
542	ns_vegt_cwd	coarse woody debris N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
543	ns_vegt_litrcwd	litter + cwd N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
544	nf_vegt_nvol_loss	total N volatilization flux	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
545	ns_vegt_stem_harvest_stem_tot_cum	stem + cum. stem harvest N fluxes	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
560	ws_vegt_canopy	water stored on canopy	ws	 [mm]	 [mm]	 [mm]	4
561	ws_vegt_stem	water stored on stem	ws	 [mm]	 [mm]	 [mm]	4
562	ws_vegt_cum_canopyevap	cum. canopy water evaporation	ws	 [mm]	 [mm]	 [mm]	4
563	ws_vegt_cum_trans	cum. transpiration	ws	 [mm]	 [mm]	 [mm]	4
564	ws_vegt_cum_capi_rise	cum. capillary rise	ws	 [mm]	 [mm]	 [mm]	4
565	ws_vegt_cum_wat_removal_gw	cum. water removal from groundwater, if gw static	ws	 [mm]	 [mm]	 [mm]	4
570	wf_vegt_soil_pot_trans	potential transpiration	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
571	wf_vegt_soilw_trans	actual transpiration	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
572	wf_vegt_capi_rise	capillary rise	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
573	wf_vegt_capi_rise_layer	layer of capillary rise	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
574	wf_vegt_wat_removal_gw	water removal from groundwater, if gw static	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
575	wf_vegt_prcp_to_canopy	interception on canopy	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
576	wf_vegt_prcp_to_stem	interception on stem	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
577	wf_vegt_canopyevap	evaporation from canopy	wf	 [mm/d]	 [mm/mon]	 [mm/a]	4
579	veg_vegt_stand_density	stand_density of vegtype (input parameter)	dim				4
580	veg_vegt_height	current vegetation height	m	 [m]	 [m]	 [m]	4
581	veg_vegt_canopy_cover_act	actual canopy closure value	dim				4
582	veg_vegt_root_depth	root depth of vegetation	m	 [m]	 [m]	 [m]	4
583	veg_vegt_rgrowth	root growth	m_f	 [m/d]	 [m/mon]	 [m/a]	4
584	veg_vegt_cf_stress	factor for coarse fragments stress on root growth	dim				4
585	veg_vegt_t_stress	factor for temperature stress on root growth	dim				4
586	veg_vegt_bd_stress	factor for bulk density strength stress on root growth	dim				4
587	veg_vegt_st_stress	factor for soil strength stress on root growth	dim				4
588	veg_vegt_air_stress	factor for aeration stress on root growth	dim				4
589	veg_vegt_ph_stress	factor for pH stress on root growth	dim				4
590	veg_vegt_stress	resulting stress factor on root growth	dim				4
591	veg_vegt_canopy_cover_act_cov	actual canopy closure value coverd	dim				4
592	veg_vegt_fr_cut	fraction cut	dim				4
593	veg_vegt_fr_export	fraction export	dim				4
594	veg_vegt_ss_rdepth_init	root depth of vegetation from ss-file	m	 [m]	 [m]	 [m]	4
595	epv_vegt_base_rate_day_leaf_litfall_increment	base rate leaf litfall; for evergreen	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
596	epv_vegt_day_leaf_litfall_increment	rate leaf litfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
597	epv_vegt_day_froot_litfall_increment	rate froot litfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
598	epv_vegt_day_lcroot_litfall_increment	rate live coarse root litfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
599	epv_vegt_day_dcroot_litfall_increment	rate dead coarse root litfall	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
600	epv_vegt_day_livestem_turnover_increment	rate livestem turnover	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
601	epv_vegt_day_livecroot_turnover_increment	rate livecroot turnover	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
602	cs_vegt_annmax_leaf	annual maximum leaf	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
603	cs_vegt_annmax_froot	annual maximum froot	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
604	cs_vegt_annmax_livestem	annual maximum livestem	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
605	cs_vegt_annmax_livecroot	annual maximum livecroot	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
606	cs_vegt_annmax_deadcroot	annual maximum deadcroot	cs	 [t C/ha]	 [t C/ha]	 [t C/ha]	4
607	epv_vegt_proj_lai	projected LAI	dim				4
608	epv_vegt_all_lai	all-sided leaf area index	dim				4
609	epv_vegt_plaisun	sunlit projected leaf area index	dim				4
610	epv_vegt_plaishade	shaded projected leaf area index	dim				4
611	epv_vegt_sun_proj_sla	sunlit projected specific leaf area	m2kg	 [m²/kg C]	 [m²/kg C]	 [m²/kg C]	4
612	epv_vegt_shade_proj_sla	shaded projected SLA	m2kg	 [m²/kg C]	 [m²/kg C]	 [m²/kg C]	4
613	epv_vegt_dlmr_area_sun	sunlit leaf MR	umol_mL_s	 [µmolC/(m² projected leaf area*s)	 [µmolC/(m² projected leaf area*s)	 [µmolC/(m² projected leaf area*s)	4
614	epv_vegt_dlmr_area_shade	shaded leaf MR	umol_mL_s	 [µmolC/(m² projected leaf area*s)	 [µmolC/(m² projected leaf area*s)	 [µmolC/(m² projected leaf area*s)	4
615	epv_vegt_gl_t_wv_sun	leaf-scale conductance to transpired water	m_s	 [m/s]	 [m/s]	 [m/s]	4
616	epv_vegt_gl_t_wv_shade	leaf-scale conductance to transpired water	m_s	 [m/s]	 [m/s]	 [m/s]	4
617	epv_vegt_assim_sun	sunlit assimilation per unit pLAI	umol_m_s	 µmol/(m²*s)	 µmol/(m²*s)	 µmol/(m²*s)	4
618	epv_vegt_assim_shade	shaded assimilation per unit pLAI	umol_m_s	 µmol/(m²*s)	 µmol/(m²*s)	 µmol/(m²*s)	4
619	epv_vegt_m_tmin	freezing night temperature multiplier	dim				4
620	epv_vegt_m_water	water availability multiplier	dim				4
621	epv_vegt_m_co2	atmospheric CO2 multiplier	dim				4
622	epv_vegt_m_ppfd_sun	PAR flux density multiplier, sunlit	dim				4
623	epv_vegt_m_ppfd_shade	PAR flux density multiplier, shaded	dim				4
624	epv_vegt_m_vpd	vapor pressure deficit multiplier	dim				4
625	epv_vegt_m_final_sun	product of all other multipliers, sunlit	dim				4
626	epv_vegt_m_final_shade	product of all other multipliers, shaded	dim				4
627	epv_vegt_gl_bl	leaf boundary layer conductance	m_s	 [m/s]	 [m/s]	 [m/s]	4
628	epv_vegt_gl_c	leaf cuticular conductance	m_s	 [m/s]	 [m/s]	 [m/s]	4
629	epv_vegt_gl_s_sun	leaf-scale stomatal conductance, sunlit	m_s	 [m/s]	 [m/s]	 [m/s]	4
630	epv_vegt_gl_s_shade	leaf-scale stomatal conductance, shaded	m_s	 [m/s]	 [m/s]	 [m/s]	4
631	epv_vegt_gl_e_wv	leaf conductance to evaporated water	m_s	 [m/s]	 [m/s]	 [m/s]	4
632	epv_vegt_gl_sh	leaf conductance to sensible heat	m_s	 [m/s]	 [m/s]	 [m/s]	4
633	epv_vegt_gc_e_wv	canopy conductance to evaporated water	m_s	 [m/s]	 [m/s]	 [m/s]	4
634	epv_vegt_gc_sh	canopy conductance to sensible heat	m_s	 [m/s]	 [m/s]	 [m/s]	4
635	epv_vegt_ytd_maxplai	ann. max. proj. LAI	dim				4
636	epv_vegt_gl_t_wv_sun_cov	leaf-scale conductance to transpired water coverd	m_s	 [m/s]	 [m/s]	 [m/s]	4
637	epv_vegt_gl_t_wv_shade_cov	leaf-scale conductance to transpired water coverd	m_s	 [m/s]	 [m/s]	 [m/s]	4
638	epv_vegt_m_ppfd_sun_cov	PAR flux density multiplier, sunlit, coverd	dim				4
639	epv_vegt_m_ppfd_shade_cov	PAR flux density multiplier, shaded, coverd	dim				4
640	phen_vegt_remdays_curgrowth	days left in current growth season	yd				4
641	phen_vegt_remdays_transfer	number of transfer days remaining	yd				4
642	phen_vegt_remdays_litfall	number of litfall days remaining	yd				4
643	phen_vegt_predays_transfer	number of transfer days previous	yd				4
644	phen_vegt_predays_litfall	number of litfall days previous	yd				4
645	metvar_vegt_swabs_per_plaisun_cov	swabs per unit sunlit proj LAI, coverd	W	 [W/m²]	 [W/m²]	 [W/m²]	4
646	metvar_vegt_swabs_per_plaishade_cov	swabs per unit shaded proj LAI, coverd	W	 [W/m²]	 [W/m²]	 [W/m²]	4
647	metvar_vegt_ppfd_per_plaisun_cov	ppfd per unit sunlit proj LAI, coverd	W	 [W/m²]	 [W/m²]	 [W/m²]	4
648	metvar_vegt_ppfd_per_plaishade_cov	ppfd per unit shaded proj LAI, coverd	W	 [W/m²]	 [W/m²]	 [W/m²]	4
649	metvar_vegt_parabs_cov	PAR absorbed by canopy, coverd	W	 [W/m²]	 [W/m²]	 [W/m²]	4
