varId	varName	varTitle	varClass	dUnit	mUnit	aUnit	vLen
212	cf_vegt_fr_litr2_to_soil2	fr_litr2c_to_soil2c	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
213	cf_vegt_fr_litr3_to_fr_litr2	fr_litr3c_to_fr_litr2c	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
214	cf_vegt_fr_litr4_hr	fr_litr4_hr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
215	cf_vegt_fr_litr4_to_soil3	fr_litr4c_to_soil3c	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
216	cf_vegt_cpool_to_leaf	cpool_to_leafc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
217	cf_vegt_cpool_to_leaf_storage	cpool_to_leafc_storage	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
218	cf_vegt_cpool_to_froot	cpool_to_frootc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
219	cf_vegt_cpool_to_froot_storage	cpool_to_frootc_storage	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
220	cf_vegt_cpool_to_livestem	cpool_to_livestemc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
221	cf_vegt_cpool_to_livestem_storage	cpool_to_livestemc_storage	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
222	cf_vegt_cpool_to_deadstem	cpool_to_deadstemc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
223	cf_vegt_cpool_to_deadstem_storage	cpool_to_deadstemc_storage	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
224	cf_vegt_cpool_to_livecroot	cpool_to_livecrootc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
225	cf_vegt_cpool_to_livecroot_storage	cpool_to_livecrootc_storage	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
226	cf_vegt_cpool_to_deadcroot	cpool_to_deadcrootc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
227	cf_vegt_cpool_to_deadcroot_storage	cpool_to_deadcrootc_storage	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
228	cf_vegt_cpool_to_gresp_storage	cpool_to_gresp_storage	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
229	cf_vegt_cpool_leaf_gr	cpool_leaf_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
230	cf_vegt_cpool_leaf_storage_gr	cpool_leaf_storage_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
231	cf_vegt_transfer_leaf_gr	transfer_leaf_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
232	cf_vegt_cpool_froot_gr	cpool_froot_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
233	cf_vegt_cpool_froot_storage_gr	cpool_froot_storage_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
234	cf_vegt_transfer_froot_gr	transfer_froot_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
235	cf_vegt_cpool_livestem_gr	cpool_livestem_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
236	cf_vegt_cpool_livestem_storage_gr	cpool_livestem_storage_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
237	cf_vegt_transfer_livestem_gr	transfer_livestem_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
238	cf_vegt_cpool_deadstem_gr	cpool_deadstem_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
239	cf_vegt_cpool_deadstem_storage_gr	cpool_deadstem_storage_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
240	cf_vegt_transfer_deadstem_gr	transfer_deadstem_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
241	cf_vegt_cpool_livecroot_gr	cpool_livecroot_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
242	cf_vegt_cpool_livecroot_storage_gr	cpool_livecroot_storage_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
243	cf_vegt_transfer_livecroot_gr	transfer_livecroot_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
244	cf_vegt_cpool_deadcroot_gr	cpool_deadcroot_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
245	cf_vegt_cpool_deadcroot_storage_gr	cpool_deadcroot_storage_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
246	cf_vegt_transfer_deadcroot_gr	transfer_deadcroot_gr	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
247	cf_vegt_leaf_storage_to_leaf_transfer	leafc_storage_to_leafc_transfer	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
248	cf_vegt_froot_storage_to_froot_transfer	frootc_storage_to_frootc_transfer	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
249	cf_vegt_livestem_storage_to_livestem_transfer	livestemc_storage_to_livestemc_transfer	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
250	cf_vegt_deadstem_storage_to_deadstem_transfer	deadstemc_storage_to_deadstemc_transfer	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
251	cf_vegt_livecroot_storage_to_livecroot_transfer	livecrootc_storage_to_livecrootc_transfer	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
252	cf_vegt_deadcroot_storage_to_deadcroot_transfer	deadcrootc_storage_to_deadcrootc_transfer	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
253	cf_vegt_gresp_storage_to_gresp_transfer	gresp_storage_to_gresp_transfer	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
254	cf_vegt_livestem_to_deadstem	livestemc_to_deadstemc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
255	cf_vegt_livecroot_to_deadcroot	livecrootc_to_deadcrootc	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
256	cf_vegt_harvest_stem_tot	stem harvest C fluxes	cf	 [t C/(ha*d)]	 [t C/(ha*m)]	 [t C/(ha*a)]	4
265	ns_vegt_leaf	leafn	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
266	ns_vegt_leaf_storage	leafn_storage	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
267	ns_vegt_leaf_transfer	leafn_transfer	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
268	ns_vegt_froot	frootn	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
269	ns_vegt_froot_storage	frootn_storage	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
270	ns_vegt_froot_transfer	frootn_transfer	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
271	ns_vegt_livestem	livestemn	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
272	ns_vegt_livestem_storage	livestemn_storage	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
273	ns_vegt_livestem_transfer	livestemn_transfer	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
274	ns_vegt_deadstem	deadstemn	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
275	ns_vegt_deadstem_storage	deadstemn_storage	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
276	ns_vegt_deadstem_transfer	deadstemn_transfer	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
277	ns_vegt_livecroot	livecrootn	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
278	ns_vegt_livecroot_storage	livecrootn_storage	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
279	ns_vegt_livecroot_transfer	livecrootn_transfer	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
280	ns_vegt_deadcroot	deadcrootn	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
281	ns_vegt_deadcroot_storage	deadcrootn_storage	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
282	ns_vegt_deadcroot_transfer	deadcrootn_transfer	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
283	ns_vegt_st_cwd	stem coarse woody debris N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
284	ns_vegt_r_cwd	root coarse woody debris N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
285	ns_vegt_l_litr1	l_litr1n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
286	ns_vegt_l_litr2	l_litr2n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
287	ns_vegt_l_litr3	l_litr3n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
288	ns_vegt_l_litr4	l_litr4n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
289	ns_vegt_fr_litr1	fr_litr1n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
290	ns_vegt_fr_litr2	fr_litr2n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
291	ns_vegt_fr_litr3	fr_litr3n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
292	ns_vegt_fr_litr4	fr_litr4n	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
293	ns_vegt_retrans	plant retransloc. N  pool	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
294	ns_vegt_npool	temp. N pool	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
295	ns_vegt_cum_fire	fire N losses	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
296	ns_vegt_cum_stem_export	cum. exported wood N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
297	ns_vegt_cum_planting_input	cum. planting N input	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
298	ns_vegt_cwd_stem_harvest_cum	cum. flux from harvested stem N to cwd N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
299	ns_vegt_litr_stem_harvest_cum	cum. flux from harvested stem N to litter N	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
300	ns_vegt_harvest_stem_tot_cum	cum. stem harvest N fluxes	ns	 [kg N/ha]	 [kg N/ha]	 [kg N/ha]	4
305	nf_vegt_m_leaf_to_litr1	m_leafn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
306	nf_vegt_m_leaf_to_litr2	m_leafn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
307	nf_vegt_m_leaf_to_litr3	m_leafn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
308	nf_vegt_m_leaf_to_litr4	m_leafn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
309	nf_vegt_m_froot_to_litr1	m_frootn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
310	nf_vegt_m_froot_to_litr2	m_frootn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
311	nf_vegt_m_froot_to_litr3	m_frootn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
312	nf_vegt_m_froot_to_litr4	m_frootn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
313	nf_vegt_m_leaf_storage_to_litr1	m_leafn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
314	nf_vegt_m_froot_storage_to_litr1	m_frootn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
315	nf_vegt_m_livestem_storage_to_litr1	m_livestemn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
316	nf_vegt_m_deadstem_storage_to_litr1	m_deadstemn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
317	nf_vegt_m_livecroot_storage_to_litr1	m_livecrootn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
318	nf_vegt_m_deadcroot_storage_to_litr1	m_deadcrootn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
319	nf_vegt_m_leaf_transfer_to_litr1	m_leafn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
320	nf_vegt_m_froot_transfer_to_litr1	m_frootn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
321	nf_vegt_m_livestem_transfer_to_litr1	m_livestemn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
322	nf_vegt_m_deadstem_transfer_to_litr1	m_deadstemn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
323	nf_vegt_m_livecroot_transfer_to_litr1	m_livecrootn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
324	nf_vegt_m_deadcroot_transfer_to_litr1	m_deadcrootn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
325	nf_vegt_m_livestem_to_litr1	m_livestemn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
326	nf_vegt_m_livestem_to_litr	m_livestemn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
327	nf_vegt_m_deadstem_to_cwd	m_deadstemn_to_cwdn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
328	nf_vegt_m_deadstem_to_litr	m_deadstemn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
329	nf_vegt_m_livecroot_to_litr1	m_livecrootn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
330	nf_vegt_m_livecroot_to_litr	m_livecrootn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
331	nf_vegt_m_deadcroot_to_cwd	m_deadcrootn_to_cwdn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
332	nf_vegt_m_deadcroot_to_litr	m_deadcrootn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
333	nf_vegt_m_retrans_to_litr1	m_retransn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
334	nf_vegt_h_livestem_to_stem_export	h_livestemn_to_stemn_export	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
335	nf_vegt_h_deadstem_to_stem_export	h_deadstemn_to_stemn_export	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
336	nf_vegt_planting_input	N input by planting	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
337	nf_vegt_h_livestem_to_litr	h_livestemn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
338	nf_vegt_h_deadstem_to_cwd	h_deadstemn_to_cwdn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
339	nf_vegt_h_deadstem_to_litr	h_deadstemn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
340	nf_vegt_h_leaf_to_litr1	h_leafn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
341	nf_vegt_h_leaf_to_litr2	h_leafn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
342	nf_vegt_h_leaf_to_litr3	h_leafn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
343	nf_vegt_h_leaf_to_litr4	h_leafn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
344	nf_vegt_h_froot_to_litr1	h_frootn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
345	nf_vegt_h_froot_to_litr2	h_frootn_to_litr2n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
346	nf_vegt_h_froot_to_litr3	h_frootn_to_litr3n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
347	nf_vegt_h_froot_to_litr4	h_frootn_to_litr4n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
348	nf_vegt_h_leaf_storage_to_litr1	h_leafn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
349	nf_vegt_h_froot_storage_to_litr1	h_frootn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
350	nf_vegt_h_livestem_storage_to_litr1	h_livestemn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
351	nf_vegt_h_deadstem_storage_to_litr1	h_deadstemn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
352	nf_vegt_h_livecroot_storage_to_litr1	h_livecrootn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
353	nf_vegt_h_deadcroot_storage_to_litr1	h_deadcrootn_storage_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
354	nf_vegt_h_leaf_transfer_to_litr1	h_leafn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
355	nf_vegt_h_froot_transfer_to_litr1	h_frootn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
356	nf_vegt_h_livestem_transfer_to_litr1	h_livestemn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
357	nf_vegt_h_deadstem_transfer_to_litr1	h_deadstemn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
358	nf_vegt_h_livecroot_transfer_to_litr1	h_livecrootn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
359	nf_vegt_h_deadcroot_transfer_to_litr1	h_deadcrootn_transfer_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
360	nf_vegt_h_livestem_to_litr1	h_livestemn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
361	nf_vegt_h_livecroot_to_litr1	h_livecrootn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
362	nf_vegt_h_livecroot_to_litr	h_livecrootn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
363	nf_vegt_h_deadcroot_to_cwd	h_deadcrootn_to_cwdn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
364	nf_vegt_h_deadcroot_to_litr	h_deadcrootn_to_litrn	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
365	nf_vegt_h_retrans_to_litr1	h_retransn_to_litr1n	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
366	nf_vegt_harvest_to_stem_export	harvest N flux to exported wood	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
367	nf_vegt_harvest_to_cwd	harvest N flux to coarse woody debris	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
368	nf_vegt_harvest_to_l_fr_litr	harvest N flux to litter	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
369	nf_vegt_harvest_to_l_litr	harvest N flux leaf+stem to litter	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
370	nf_vegt_harvest_to_fr_litr	harvest N flux roots to litter	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
371	nf_vegt_harvest_stem_to_cwd	harvest N flux stem to cwd	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
372	nf_vegt_harvest_stem_to_litr	harvest N flux stem to litter	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
373	nf_vegt_m_leaf_to_fire	m_leafn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
374	nf_vegt_m_froot_to_fire	m_frootn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
375	nf_vegt_m_leaf_storage_to_fire	m_leafn_storage_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
376	nf_vegt_m_froot_storage_to_fire	m_frootn_storage_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
377	nf_vegt_m_livestem_storage_to_fire	m_livestemn_storage_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
378	nf_vegt_m_deadstem_storage_to_fire	m_deadstemn_storage_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
379	nf_vegt_m_livecroot_storage_to_fire	m_livecrootn_storage_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
380	nf_vegt_m_deadcroot_storage_to_fire	m_deadcrootn_storage_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
381	nf_vegt_m_leaf_transfer_to_fire	m_leafn_transfer_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
382	nf_vegt_m_froot_transfer_to_fire	m_frootn_transfer_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
383	nf_vegt_m_livestem_transfer_to_fire	m_livestemn_transfer_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
384	nf_vegt_m_deadstem_transfer_to_fire	m_deadstemn_transfer_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
385	nf_vegt_m_livecroot_transfer_to_fire	m_livecrootn_transfer_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
386	nf_vegt_m_deadcroot_transfer_to_fire	m_deadcrootn_transfer_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
387	nf_vegt_m_livestem_to_fire	m_livestemn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
388	nf_vegt_m_deadstem_to_fire	m_deadstemn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
389	nf_vegt_m_livecroot_to_fire	m_livecrootn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
390	nf_vegt_m_deadcroot_to_fire	m_deadcrootn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
391	nf_vegt_m_retrans_to_fire	m_retransn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
392	nf_vegt_m_l_litr1_to_fire	m_l_litr1n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
393	nf_vegt_m_l_litr2_to_fire	m_l_litr2n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
394	nf_vegt_m_l_litr3_to_fire	m_l_litr3n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
395	nf_vegt_m_l_litr4_to_fire	m_l_litr4n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
396	nf_vegt_m_fr_litr1_to_fire	m_fr_litr1n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
397	nf_vegt_m_fr_litr2_to_fire	m_fr_litr2n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
398	nf_vegt_m_fr_litr3_to_fire	m_fr_litr3n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
399	nf_vegt_m_fr_litr4_to_fire	m_fr_litr4n_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
400	nf_vegt_m_st_cwd_to_fire	m_st_cwdn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
401	nf_vegt_m_r_cwd_to_fire	m_r_cwdn_to_fire	nf	 [kg N/(ha*d)]	 [kg N/(ha*m)]	 [kg N/(ha*a)]	4
